ϵͳSN 		�忨SN
KSE0293020	AKAY353460
KSE0293021	AKAY351948
KSE0293022	AKAY352440
KSE0293023	AKAY353089
KSE0293024	AKAY351368
KSE0293025	AKAY353386
KSE0293026	AKAY353710
KSE0293027	AKAY352160
KSE0293028	AKAY353010
KSE0293029	AKAY352540
KSE0292280	AKAY352541
KSE0292281	AKAY352539
KSE0292282	AKAY351972
KSE0292283	AKAY351970
KSE0292284	AKAY352343
KSE0292285	AKAY352314
KSE0292286	AKAY352320
KSE0292287	AKAY352287
KSE0292288	AKAY351928
KSE0292289	AKAY351812
KSE0292290	AKAY353704
KSE0292291	AKAY352344
KSE0292292	AKAY353321
KSE0292293	AKAY353668
KSE0292294	AKAY352150
KSE0292295	AKAY351976
KSE0292296	AKAY352113
KSE0292297	AKAY352542
KSE0292298	AKAY353483
KSE0292299	AKAY353334
KSE0292300	AKAY352166
KSE0292301	AKAY353678
KSE0292302	AKAY353563
KSE0292303	AKAY352039
KSE0292304	AKAY351933
KSE0292305	AKAY352787
KSE0292306	AKAY352443
KSE0292307	AKAY352318
KSE0292308	AKAY353356
KSE0292309	AKAY352595
KSE0292310	AKAY351350
KSE0292311	AKAY352599
KSE0292312	AKAY353328
KSE0292313	AKAY353486
KSE0292314	AKAY353148
KSE0292315	AKAY353333
KSE0292316	AKAY351953
KSE0292317	AKAY352347
KSE0292318	AKAY353523
KSE0292319	AKAY353610
KSE0292320	AKAY353455
KSE0292321	AKAY352220
KSE0292322	AKAY352325
KSE0292323	AKAY352605
KSE0292324	AKAY351449
KSE0292325	AKAY351450
KSE0292326	AKAY352026
KSE0292327	AKAY352081
KSE0292328	AKAY351419
KSE0292329	AKAY353318
KSE0292330	AKAY353052
KSE0292331	AKAY353491
KSE0292332	AKAY351971
KSE0292333	AKAY353320
KSE0292334	AKAY352342
KSE0292335	AKAY351930
KSE0292336	AKAY351927
KSE0292337	AKAY353436
KSE0292338	AKAY353347
KSE0292339	AKAY353479
KSE0292340	AKAY352033
KSE0292341	AKAY352025
KSE0292342	AKAY351662
KSE0292343	AKAY351766
KSE0292344	AKAY353493
KSE0292345	AKAY353484
KSE0292346	AKAY352249
KSE0292347	AKAY352543
KSE0292348	AKAY353560
KSE0292349	AKAY353768
KSE0292350	AKAY352313
KSE0292351	AKAY352321
KSE0292352	AKAY353227
KSE0292353	AKAY353173
KSE0292354	AKAY352251
KSE0292355	AKAY352291
KSE0292356	AKAY352315
KSE0292357	AKAY352284
KSE0292358	AKAY353547
KSE0292359	AKAY352561
KSE0292360	AKAY352250
KSE0292361	AKAY353636
KSE0292362	AKAY352203
KSE0292363	AKAY352424
KSE0292364	AKAY353427
KSE0292365	AKAY352245
KSE0292366	AKAY353082
KSE0292367	AKAY353060
KSE0292368	AKAY352286
KSE0292369	AKAY352149
KSE0292370	AKAY353357
KSE0292371	AKAY351463
KSE0292372	AKAY353570
KSE0292373	AKAY353569
KSE0292374	AKAY351387
KSE0292375	AKAY352548
KSE0292376	AKAY351961
KSE0292377	AKAY352034
KSE0292378	AKAY352271
KSE0292379	AKAY351775
KSE0292380	AKAY351796
KSE0292381	AKAY351993
KSE0292382	AKAY353545
KSE0292383	AKAY351925
KSE0292384	AKAY352423
KSE0292385	AKAY351696
KSE0292386	AKAY351932
KSE0292387	AKAY351708
KSE0292388	AKAY353279
KSE0292389	AKAY352270
KSE0292390	AKAY352312
KSE0292391	AKAY353518
KSE0292392	AKAY353583
KSE0292393	AKAY353403
KSE0292394	AKAY352550
KSE0292395	AKAY352848
KSE0292396	AKAY352112
KSE0292397	AKAY352032
KSE0292398	AKAY352282
KSE0292399	AKAY352902
KSE0292400	AKAY352538
KSE0292401	AKAY351931
KSE0292402	AKAY352563
KSE0292403	AKAY351692
KSE0292404	AKAY351751
KSE0292405	AKAY351798
KSE0292406	AKAY353085
KSE0292407	AKAY351352
KSE0292408	AKAY352295
KSE0292409	AKAY352554
KSE0292410	AKAY353521
KSE0292411	AKAY352162
KSE0292412	AKAY351952
KSE0292413	AKAY353218
KSE0292414	AKAY351877
KSE0292415	AKAY352765
KSE0292416	AKAY352292
KSE0292417	AKAY352029
KSE0292418	AKAY352027
KSE0292419	AKAY352110
KSE0292420	AKAY352202
KSE0292421	AKAY352562
KSE0292422	AKAY353660
KSE0292423	AKAY352803
KSE0292424	AKAY351797
KSE0292425	AKAY353059
KSE0292426	AKAY352293
KSE0292427	AKAY353492
KSE0292428	AKAY352319
KSE0292429	AKAY353635
KSE0292430	AKAY352030
KSE0292431	AKAY352549
KSE0292432	AKAY353550
KSE0292433	AKAY351876
KSE0292434	AKAY351695
KSE0292435	AKAY352035
KSE0292436	AKAY353456
KSE0292437	AKAY352310
KSE0292438	AKAY352441
KSE0292439	AKAY352244
KSE0292440	AKAY352630
KSE0292441	AKAY352617
KSE0292442	AKAY353380
KSE0292443	AKAY352226
KSE0292444	AKAY351364
KSE0292445	AKAY352243
KSE0292446	AKAY352865
KSE0292447	AKAY351376
KSE0292448	AKAY352024
KSE0292449	AKAY352209
KSE0292450	AKAY351471
KSE0292451	AKAY353679
KSE0292452	AKAY351693
KSE0292453	AKAY353565
KSE0292454	AKAY353209
KSE0292455	AKAY353211
KSE0292456	AKAY353503
KSE0292457	AKAY351841
KSE0292458	AKAY351777
KSE0292459	AKAY352132
KSE0292460	AKAY353457
KSE0292461	AKAY353608
KSE0292462	AKAY353617
KSE0292463	AKAY352346
KSE0292464	AKAY352840
KSE0292465	AKAY353767
KSE0292466	AKAY353381
KSE0292467	AKAY351900
KSE0292468	AKAY352036
KSE0292469	AKAY353665
KSE0292470	AKAY353426
KSE0292471	AKAY353564
KSE0292472	AKAY352208
KSE0292473	AKAY351913
KSE0292474	AKAY351663
KSE0292475	AKAY352792
KSE0292476	AKAY352324
KSE0292477	AKAY352901
KSE0292478	AKAY351470
KSE0292479	AKAY351472
KSE0292480	AKAY353581
KSE0292481	AKAY351474
KSE0292482	AKAY351975
KSE0292483	AKAY351691
KSE0292484	AKAY352611
KSE0292485	AKAY352575
KSE0292486	AKAY352864
KSE0292487	AKAY352623
KSE0292488	AKAY353382
KSE0292489	AKAY353673
KSE0292490	AKAY351706
KSE0292491	AKAY353425
KSE0292492	AKAY353358
KSE0292493	AKAY353504
KSE0292494	AKAY353213
KSE0292495	AKAY352311
KSE0292496	AKAY351648
KSE0292497	AKAY351768
KSE0292498	AKAY353472
KSE0292499	AKAY352900
KSE0292500	AKAY352296
KSE0292501	AKAY352594
KSE0292502	AKAY352272
KSE0292503	AKAY353083
KSE0292504	AKAY353354
KSE0292505	AKAY353432
KSE0292506	AKAY352972
KSE0292507	AKAY352842
KSE0292508	AKAY352604
KSE0292509	AKAY352627
KSE0292510	AKAY351367
KSE0292511	AKAY352225
KSE0292512	AKAY352028
KSE0292513	AKAY352422
KSE0292514	AKAY352866
KSE0292515	AKAY352207
KSE0292516	AKAY353365
KSE0292517	AKAY351694
KSE0292518	AKAY352201
KSE0292519	AKAY352031
KSE0292520	AKAY353667
KSE0292521	AKAY353505
KSE0292522	AKAY351661
KSE0292523	AKAY352788
KSE0292524	AKAY351843
KSE0292525	AKAY351854
KSE0292526	AKAY351473
KSE0292527	AKAY353474
KSE0292528	AKAY351842
KSE0292529	AKAY351875
KSE0292030	AKAY353016
KSE0292031	AKAY353619
KSE0292032	AKAY351874
KSE0292033	AKAY353156
KSE0292034	AKAY353285
KSE0292035	AKAY353643
KSE0292036	AKAY353015
KSE0292037	AKAY352136
KSE0292038	AKAY353281
KSE0292039	AKAY352109
KSE0292040	AKAY352040
KSE0292041	AKAY353718
KSE0292042	AKAY353434
KSE0292043	AKAY351988
KSE0292044	AKAY353157
KSE0292045	AKAY352402
KSE0292046	AKAY351397
KSE0292047	AKAY351818
KSE0292048	AKAY351840
KSE0292049	AKAY351333
KSE0292050	AKAY353716
KSE0292051	AKAY353717
KSE0292052	AKAY351520
KSE0292053	AKAY353014
KSE0292054	AKAY353727
KSE0292055	AKAY353519
KSE0292056	AKAY353531
KSE0292057	AKAY352381
KSE0292058	AKAY353584
KSE0292059	AKAY353585
KSE0292060	AKAY353063
KSE0292061	AKAY353473
KSE0292062	AKAY352896
KSE0292063	AKAY353189
KSE0292064	AKAY352416
KSE0292065	AKAY352383
KSE0292066	AKAY353666
KSE0292067	AKAY353762
KSE0292068	AKAY351771
KSE0292069	AKAY352829
KSE0292070	AKAY352895
KSE0292071	AKAY351386
KSE0292072	AKAY352839
KSE0292073	AKAY352403
KSE0292074	AKAY352552
KSE0292075	AKAY352854
KSE0292076	AKAY351855
KSE0292077	AKAY353001
KSE0292078	AKAY351411
KSE0292079	AKAY351523
KSE0292080	AKAY352898
KSE0292081	AKAY351678
KSE0292082	AKAY351969
KSE0292083	AKAY353606
KSE0292084	AKAY353618
KSE0292085	AKAY352579
KSE0292086	AKAY353088
KSE0292087	AKAY351311
KSE0292088	AKAY352680
KSE0292089	AKAY352382
KSE0292090	AKAY353086
KSE0292091	AKAY353609
KSE0292092	AKAY353104
KSE0292093	AKAY353078
KSE0292094	AKAY353074
KSE0292095	AKAY352158
KSE0292096	AKAY351982
KSE0292097	AKAY352757
KSE0292098	AKAY351992
KSE0292099	AKAY352817
KSE0292100	AKAY353487
KSE0292101	AKAY351910
KSE0292102	AKAY352903
KSE0292103	AKAY352408
KSE0292104	AKAY351991
KSE0292105	AKAY351887
KSE0292106	AKAY352887
KSE0292107	AKAY353160
KSE0292108	AKAY353397
KSE0292109	AKAY353724
KSE0292110	AKAY352625
KSE0292111	AKAY351709
KSE0292112	AKAY352070
KSE0292113	AKAY352869
KSE0292114	AKAY352624
KSE0292115	AKAY352637
KSE0292116	AKAY351888
KSE0292117	AKAY353478
KSE0292118	AKAY352480
KSE0292119	AKAY351498
KSE0292120	AKAY352426
KSE0292121	AKAY352888
KSE0292122	AKAY351436
KSE0292123	AKAY352786
KSE0292124	AKAY351853
KSE0292125	AKAY352766
KSE0292126	AKAY351924
KSE0292127	AKAY351767
KSE0292128	AKAY351776
KSE0292129	AKAY352767
KSE0292130	AKAY351813
KSE0292131	AKAY352200
KSE0292132	AKAY353476
KSE0292133	AKAY351811
KSE0292134	AKAY351886
KSE0292135	AKAY352468
KSE0292136	AKAY352427
KSE0292137	AKAY352636
KSE0292138	AKAY352233
KSE0292139	AKAY353475
KSE0292140	AKAY352831
KSE0292141	AKAY352469
KSE0292142	AKAY351872
KSE0292143	AKAY353467
KSE0292144	AKAY352425
KSE0292145	AKAY351512
KSE0292146	AKAY351748
KSE0292147	AKAY351922
KSE0292148	AKAY351437
KSE0292149	AKAY351871
KSE0292150	AKAY353633
KSE0292151	AKAY351869
KSE0292152	AKAY351438
KSE0292153	AKAY352479
KSE0292154	AKAY351355
KSE0292155	AKAY352509
KSE0292156	AKAY352513
KSE0292157	AKAY351828
KSE0292158	AKAY352330
KSE0292159	AKAY351442
KSE0292160	AKAY352518
KSE0292161	AKAY352514
KSE0292162	AKAY351444
KSE0292163	AKAY351511
KSE0292164	AKAY351443
KSE0292165	AKAY352305
KSE0292166	AKAY352516
KSE0292167	AKAY353611
KSE0292168	AKAY351513
KSE0292169	AKAY353153
KSE0292170	AKAY352889
KSE0292171	AKAY352108
KSE0292172	AKAY353255
KSE0292173	AKAY353588
KSE0292174	AKAY351517
KSE0292175	AKAY353774
KSE0292176	AKAY352167
KSE0292177	AKAY353775
KSE0292178	AKAY353764
KSE0292179	AKAY353589
KSE0292180	AKAY352511
KSE0292181	AKAY353612
KSE0292182	AKAY351836
KSE0292183	AKAY353576
KSE0292184	AKAY352332
KSE0292185	AKAY353152
KSE0292186	AKAY352303
KSE0292187	AKAY352037
KSE0292188	AKAY353607
KSE0292189	AKAY352304
KSE0292190	AKAY351500
KSE0292191	AKAY353188
KSE0292192	AKAY351835
KSE0292193	AKAY351697
KSE0292194	AKAY353613
KSE0292195	AKAY353528
KSE0292196	AKAY353360
KSE0292197	AKAY353580
KSE0292198	AKAY351497
KSE0292199	AKAY353605
KSE0292200	AKAY352227
KSE0292201	AKAY353669
KSE0292202	AKAY351926
KSE0292203	AKAY351750
KSE0292204	AKAY351496
KSE0292205	AKAY352573
KSE0292206	AKAY351308
KSE0292207	AKAY351873
KSE0292208	AKAY351882
KSE0292209	AKAY352676
KSE0292210	AKAY352644
KSE0292211	AKAY351665
KSE0292212	AKAY352642
KSE0292213	AKAY352643
KSE0292214	AKAY352675
KSE0292215	AKAY352528
KSE0292216	AKAY351374
KSE0292217	AKAY351867
KSE0292218	AKAY353042
KSE0292219	AKAY351681
KSE0292220	AKAY353155
KSE0292221	AKAY353254
KSE0292222	AKAY351501
KSE0292223	AKAY353129
KSE0292224	AKAY352668
KSE0292225	AKAY352041
KSE0292226	AKAY353147
KSE0292227	AKAY352818
KSE0292228	AKAY353703
KSE0292229	AKAY352564
KSE0292230	AKAY353154
KSE0292231	AKAY353146
KSE0292232	AKAY353480
KSE0292233	AKAY353626
KSE0292234	AKAY351401
KSE0292235	AKAY352323
KSE0292236	AKAY351499
KSE0292237	AKAY352861
KSE0292238	AKAY352331
KSE0292239	AKAY352309
KSE0292240	AKAY352409
KSE0292241	AKAY352855
KSE0292242	AKAY352805
KSE0292243	AKAY352467
KSE0292244	AKAY351404
KSE0292245	AKAY351521
KSE0292246	AKAY352410
KSE0292247	AKAY352553
KSE0292248	AKAY353202
KSE0292249	AKAY351868
KSE0292250	AKAY351409
KSE0292251	AKAY353061
KSE0292252	AKAY351997
KSE0292253	AKAY352506
KSE0292254	AKAY353004
KSE0292255	AKAY351410
KSE0292256	AKAY351783
KSE0292257	AKAY351483
KSE0292258	AKAY351710
KSE0292259	AKAY351481
KSE0292260	AKAY352406
KSE0292261	AKAY352405
KSE0292262	AKAY352996
KSE0292263	AKAY352892
KSE0292264	AKAY353468
KSE0292265	AKAY351963
KSE0292266	AKAY352407
KSE0292267	AKAY353388
KSE0292268	AKAY353477
KSE0292269	AKAY351774
KSE0292270	AKAY351342
KSE0292271	AKAY353012
KSE0292272	AKAY352890
KSE0292273	AKAY353481
KSE0292274	AKAY353530
KSE0292275	AKAY351354
KSE0292276	AKAY351983
KSE0292277	AKAY353627
KSE0292278	AKAY353532
KSE0292279	AKAY353402
